地域,国名,年月,四半期,月,人数,昨対比,人口比,通貨為替レート(円) の平均,為替昨対比,月,四半期
ヨーロッパ,イタリア,2005-07-01 00:00:00,Qtr 3,July,4049,109.285%,0.007%,,,7,3
ヨーロッパ,オーストリア,2005-07-01 00:00:00,Qtr 3,July,1153,116.937%,0.013%,,,7,3
ヨーロッパ,オランダ,2005-07-01 00:00:00,Qtr 3,July,2700,96.670%,0.016%,,,7,3
ヨーロッパ,スイス,2005-07-01 00:00:00,Qtr 3,July,2338,121.140%,0.027%,86.57,98.509%,7,3
ヨーロッパ,スウェーデン,2005-07-01 00:00:00,Qtr 3,July,1596,109.315%,0.016%,14.30,97.945%,7,3
ヨーロッパ,スペイン,2005-07-01 00:00:00,Qtr 3,July,3343,166.650%,0.007%,,,7,3
ヨーロッパ,デンマーク,2005-07-01 00:00:00,Qtr 3,July,1056,117.726%,0.018%,18.09,100.222%,7,3
ヨーロッパ,ドイツ,2005-07-01 00:00:00,Qtr 3,July,10004,118.897%,0.012%,,,7,3
ヨーロッパ,トルコ,2005-07-01 00:00:00,Qtr 3,July,773,150.977%,0.001%,,,7,3
ヨーロッパ,ノルウェー,2005-07-01 00:00:00,Qtr 3,July,739,99.730%,0.013%,17.02,107.449%,7,3
ヨーロッパ,フィンランド,2005-07-01 00:00:00,Qtr 3,July,857,97.276%,0.015%,,,7,3
ヨーロッパ,フランス,2005-07-01 00:00:00,Qtr 3,July,10232,116.764%,0.016%,,,7,3
ヨーロッパ,ベルギー,2005-07-01 00:00:00,Qtr 3,July,1287,123.869%,0.011%,,,7,3
ヨーロッパ,ポーランド,2005-07-01 00:00:00,Qtr 3,July,570,116.090%,0.002%,,,7,3
ヨーロッパ,ポルトガル,2005-07-01 00:00:00,Qtr 3,July,1178,92.175%,0.012%,,,7,3
ヨーロッパ,ロシア,2005-07-01 00:00:00,Qtr 3,July,6379,101.982%,0.004%,,,7,3
ヨーロッパ,英国,2005-07-01 00:00:00,Qtr 3,July,19663,101.681%,0.029%,196.29,97.414%,7,3
近隣アジア,韓国,2005-07-01 00:00:00,Qtr 3,July,170420,106.002%,0.332%,10.81,114.392%,7,3
近隣アジア,香港,2005-07-01 00:00:00,Qtr 3,July,32608,94.063%,0.429%,14.40,102.637%,7,3
近隣アジア,台湾,2005-07-01 00:00:00,Qtr 3,July,153393,117.525%,0.651%,3.52,108.308%,7,3
近隣アジア,中国,2005-07-01 00:00:00,Qtr 3,July,60844,107.666%,0.004%,,,7,3
中東,イスラエル,2005-07-01 00:00:00,Qtr 3,July,1012,108.817%,0.011%,,,7,3
東南アジア,インド,2005-07-01 00:00:00,Qtr 3,July,5010,110.158%,0.000%,2.58,107.950%,7,3
東南アジア,インドネシア,2005-07-01 00:00:00,Qtr 3,July,5797,112.214%,0.002%,1.15,94.262%,7,3
東南アジア,シンガポール,2005-07-01 00:00:00,Qtr 3,July,5983,107.705%,0.101%,66.53,104.116%,7,3
東南アジア,タイ,2005-07-01 00:00:00,Qtr 3,July,8203,127.396%,0.012%,2.69,100.749%,7,3
東南アジア,フィリピン,2005-07-01 00:00:00,Qtr 3,July,14556,108.239%,0.013%,2.00,102.041%,7,3
東南アジア,ベトナム,2005-07-01 00:00:00,Qtr 3,July,2233,132.680%,0.002%,,,7,3
東南アジア,マレーシア,2005-07-01 00:00:00,Qtr 3,July,4784,95.661%,0.014%,29.55,102.640%,7,3
南アメリカ,ブラジル,2005-07-01 00:00:00,Qtr 3,July,1578,125.938%,0.001%,,,7,3
南アメリカ,メキシコ,2005-07-01 00:00:00,Qtr 3,July,2566,103.803%,0.002%,10.49,109.843%,7,3
北アメリカ,カナダ,2005-07-01 00:00:00,Qtr 3,July,14096,104.206%,0.037%,91.43,110.570%,7,3
北アメリカ,米国,2005-07-01 00:00:00,Qtr 3,July,78619,110.355%,0.023%,111.96,102.340%,7,3
,,2005-06-01 00:00:00,Qtr 2,June,,,,129.33,99.770%,6,2
オセアニア,ニュージーランド,2005-06-01 00:00:00,Qtr 2,June,2580,95.308%,0.053%,77.03,111.848%,6,2
オセアニア,豪州,2005-06-01 00:00:00,Qtr 2,June,18463,115.915%,0.071%,83.30,109.504%,6,2
その他,無国籍・その他,2005-06-01 00:00:00,Qtr 2,June,79,96.341%,,,,6,2
ヨーロッパ,アイルランド,2005-06-01 00:00:00,Qtr 2,June,954,116.912%,0.019%,,,6,2
ヨーロッパ,イタリア,2005-06-01 00:00:00,Qtr 2,June,3202,110.949%,0.005%,,,6,2
ヨーロッパ,オーストリア,2005-06-01 00:00:00,Qtr 2,June,838,114.637%,0.009%,,,6,2
ヨーロッパ,オランダ,2005-06-01 00:00:00,Qtr 2,June,2091,105.287%,0.012%,,,6,2
ヨーロッパ,スイス,2005-06-01 00:00:00,Qtr 2,June,1529,121.157%,0.017%,85.95,98.172%,6,2
ヨーロッパ,スウェーデン,2005-06-01 00:00:00,Qtr 2,June,1651,105.563%,0.016%,14.29,98.213%,6,2
ヨーロッパ,スペイン,2005-06-01 00:00:00,Qtr 2,June,1806,148.398%,0.004%,,,6,2
ヨーロッパ,デンマーク,2005-06-01 00:00:00,Qtr 2,June,938,113.285%,0.016%,17.77,99.329%,6,2
ヨーロッパ,ドイツ,2005-06-01 00:00:00,Qtr 2,June,8236,112.437%,0.010%,,,6,2
ヨーロッパ,トルコ,2005-06-01 00:00:00,Qtr 2,June,574,104.174%,0.001%,,,6,2
ヨーロッパ,ノルウェー,2005-06-01 00:00:00,Qtr 2,June,634,99.843%,0.012%,16.75,104.296%,6,2
ヨーロッパ,フィンランド,2005-06-01 00:00:00,Qtr 2,June,827,104.816%,0.015%,,,6,2
ヨーロッパ,フランス,2005-06-01 00:00:00,Qtr 2,June,7686,112.303%,0.012%,,,6,2
ヨーロッパ,ベルギー,2005-06-01 00:00:00,Qtr 2,June,1234,136.959%,0.011%,,,6,2
ヨーロッパ,ポーランド,2005-06-01 00:00:00,Qtr 2,June,616,139.052%,0.002%,,,6,2
ヨーロッパ,ポルトガル,2005-06-01 00:00:00,Qtr 2,June,1179,66.162%,0.012%,,,6,2
ヨーロッパ,ロシア,2005-06-01 00:00:00,Qtr 2,June,5248,116.132%,0.004%,,,6,2
ヨーロッパ,英国,2005-06-01 00:00:00,Qtr 2,June,14017,96.602%,0.020%,197.74,98.712%,6,2
近隣アジア,韓国,2005-06-01 00:00:00,Qtr 2,June,133177,114.542%,0.260%,10.75,113.636%,6,2
近隣アジア,香港,2005-06-01 00:00:00,Qtr 2,June,22984,75.456%,0.302%,13.98,99.573%,6,2
近隣アジア,台湾,2005-06-01 00:00:00,Qtr 2,June,121516,118.706%,0.516%,3.47,106.116%,6,2
近隣アジア,中国,2005-06-01 00:00:00,Qtr 2,June,44086,106.290%,0.003%,,,6,2
中東,イスラエル,2005-06-01 00:00:00,Qtr 2,June,718,103.907%,0.008%,,,6,2
東南アジア,インド,2005-06-01 00:00:00,Qtr 2,June,4894,117.503%,0.000%,2.50,103.306%,6,2
東南アジア,インドネシア,2005-06-01 00:00:00,Qtr 2,June,5597,108.385%,0.002%,1.13,95.763%,6,2
東南アジア,シンガポール,2005-06-01 00:00:00,Qtr 2,June,8493,79.322%,0.144%,65.01,101.642%,6,2
東南アジア,タイ,2005-06-01 00:00:00,Qtr 2,June,7469,118.857%,0.011%,2.66,98.885%,6,2
東南アジア,フィリピン,2005-06-01 00:00:00,Qtr 2,June,12485,111.077%,0.011%,1.97,100.510%,6,2
東南アジア,ベトナム,2005-06-01 00:00:00,Qtr 2,June,1915,139.985%,0.002%,,,6,2
東南アジア,マレーシア,2005-06-01 00:00:00,Qtr 2,June,5551,105.653%,0.017%,28.60,99.271%,6,2
南アメリカ,ブラジル,2005-06-01 00:00:00,Qtr 2,June,1220,123.357%,0.001%,,,6,2
南アメリカ,メキシコ,2005-06-01 00:00:00,Qtr 2,June,1627,114.577%,0.001%,10.06,104.574%,6,2
北アメリカ,カナダ,2005-06-01 00:00:00,Qtr 2,June,10101,96.044%,0.026%,87.49,108.670%,6,2
北アメリカ,米国,2005-06-01 00:00:00,Qtr 2,June,81686,105.075%,0.024%,108.68,99.269%,6,2
,,2005-05-01 00:00:00,Qtr 2,May,,,,128.13,96.521%,5,2
オセアニア,ニュージーランド,2005-05-01 00:00:00,Qtr 2,May,2773,102.514%,0.057%,76.72,111.188%,5,2
オセアニア,豪州,2005-05-01 00:00:00,Qtr 2,May,15027,95.325%,0.058%,81.74,103.547%,5,2
その他,無国籍・その他,2005-05-01 00:00:00,Qtr 2,May,81,139.655%,,,,5,2
ヨーロッパ,アイルランド,2005-05-01 00:00:00,Qtr 2,May,965,110.665%,0.019%,,,5,2
ヨーロッパ,イタリア,2005-05-01 00:00:00,Qtr 2,May,3766,121.877%,0.006%,,,5,2
ヨーロッパ,オーストリア,2005-05-01 00:00:00,Qtr 2,May,1066,126.453%,0.012%,,,5,2
ヨーロッパ,オランダ,2005-05-01 00:00:00,Qtr 2,May,2537,97.727%,0.015%,,,5,2
ヨーロッパ,スイス,2005-05-01 00:00:00,Qtr 2,May,2005,121.002%,0.023%,87.64,99.932%,5,2
ヨーロッパ,スウェーデン,2005-05-01 00:00:00,Qtr 2,May,1754,93.697%,0.017%,14.74,99.662%,5,2
ヨーロッパ,スペイン,2005-05-01 00:00:00,Qtr 2,May,2050,161.672%,0.004%,,,5,2
ヨーロッパ,デンマーク,2005-05-01 00:00:00,Qtr 2,May,929,96.070%,0.016%,18.20,100.275%,5,2
ヨーロッパ,ドイツ,2005-05-01 00:00:00,Qtr 2,May,9681,102.978%,0.012%,,,5,2
ヨーロッパ,トルコ,2005-05-01 00:00:00,Qtr 2,May,557,80.725%,0.001%,,,5,2
ヨーロッパ,ノルウェー,2005-05-01 00:00:00,Qtr 2,May,699,120.934%,0.013%,16.76,101.884%,5,2
ヨーロッパ,フィンランド,2005-05-01 00:00:00,Qtr 2,May,1256,108.557%,0.022%,,,5,2
ヨーロッパ,フランス,2005-05-01 00:00:00,Qtr 2,May,9183,111.783%,0.014%,,,5,2
ヨーロッパ,ベルギー,2005-05-01 00:00:00,Qtr 2,May,1285,124.395%,0.011%,,,5,2
ヨーロッパ,ポーランド,2005-05-01 00:00:00,Qtr 2,May,719,108.775%,0.002%,,,5,2
ヨーロッパ,ポルトガル,2005-05-01 00:00:00,Qtr 2,May,619,105.993%,0.006%,,,5,2
ヨーロッパ,ロシア,2005-05-01 00:00:00,Qtr 2,May,4744,96.384%,0.003%,,,5,2
ヨーロッパ,英国,2005-05-01 00:00:00,Qtr 2,May,15695,87.603%,0.023%,197.90,98.472%,5,2
近隣アジア,韓国,2005-05-01 00:00:00,Qtr 2,May,114151,98.696%,0.223%,10.68,111.832%,5,2
近隣アジア,香港,2005-05-01 00:00:00,Qtr 2,May,16529,76.491%,0.217%,13.73,95.215%,5,2
近隣アジア,台湾,2005-05-01 00:00:00,Qtr 2,May,114392,122.836%,0.486%,3.43,101.780%,5,2
近隣アジア,中国,2005-05-01 00:00:00,Qtr 2,May,50721,106.644%,0.004%,,,5,2
中東,イスラエル,2005-05-01 00:00:00,Qtr 2,May,1050,110.410%,0.012%,,,5,2
東南アジア,インド,2005-05-01 00:00:00,Qtr 2,May,6230,105.970%,0.000%,2.47,98.800%,5,2
東南アジア,インドネシア,2005-05-01 00:00:00,Qtr 2,May,4577,122.774%,0.002%,1.13,89.683%,5,2
東南アジア,シンガポール,2005-05-01 00:00:00,Qtr 2,May,7590,103.111%,0.129%,64.69,98.553%,5,2
東南アジア,タイ,2005-05-01 00:00:00,Qtr 2,May,11068,123.197%,0.016%,2.69,97.112%,5,2
東南アジア,フィリピン,2005-05-01 00:00:00,Qtr 2,May,15598,112.556%,0.014%,1.97,97.525%,5,2
東南アジア,ベトナム,2005-05-01 00:00:00,Qtr 2,May,1759,117.267%,0.002%,,,5,2
東南アジア,マレーシア,2005-05-01 00:00:00,Qtr 2,May,7076,121.061%,0.021%,28.14,95.100%,5,2
南アメリカ,ブラジル,2005-05-01 00:00:00,Qtr 2,May,1711,140.361%,0.001%,,,5,2
南アメリカ,メキシコ,2005-05-01 00:00:00,Qtr 2,May,1511,95.151%,0.001%,9.76,99.898%,5,2
北アメリカ,カナダ,2005-05-01 00:00:00,Qtr 2,May,11593,97.273%,0.030%,85.05,104.330%,5,2
北アメリカ,米国,2005-05-01 00:00:00,Qtr 2,May,73094,102.493%,0.022%,106.93,95.091%,5,2
,,2005-04-01 00:00:00,Qtr 2,April,,,,129.25,101.878%,4,2
オセアニア,ニュージーランド,2005-04-01 00:00:00,Qtr 2,April,3532,102.555%,0.072%,77.26,111.696%,4,2
オセアニア,豪州,2005-04-01 00:00:00,Qtr 2,April,17898,100.590%,0.069%,82.96,103.403%,4,2
その他,無国籍・その他,2005-04-01 00:00:00,Qtr 2,April,99,125.316%,,,,4,2
ヨーロッパ,アイルランド,2005-04-01 00:00:00,Qtr 2,April,1239,125.152%,0.025%,,,4,2
ヨーロッパ,イタリア,2005-04-01 00:00:00,Qtr 2,April,4570,154.288%,0.008%,,,4,2
ヨーロッパ,オーストリア,2005-04-01 00:00:00,Qtr 2,April,1148,103.610%,0.013%,,,4,2
ヨーロッパ,オランダ,2005-04-01 00:00:00,Qtr 2,April,2873,113.918%,0.017%,,,4,2
ヨーロッパ,スイス,2005-04-01 00:00:00,Qtr 2,April,2456,117.681%,0.028%,89.81,108.244%,4,2
ヨーロッパ,スウェーデン,2005-04-01 00:00:00,Qtr 2,April,2272,113.714%,0.022%,15.17,107.972%,4,2
ヨーロッパ,スペイン,2005-04-01 00:00:00,Qtr 2,April,2016,124.521%,0.004%,,,4,2
ヨーロッパ,デンマーク,2005-04-01 00:00:00,Qtr 2,April,1447,137.417%,0.025%,18.67,107.732%,4,2
ヨーロッパ,ドイツ,2005-04-01 00:00:00,Qtr 2,April,10978,113.809%,0.013%,,,4,2
ヨーロッパ,トルコ,2005-04-01 00:00:00,Qtr 2,April,482,58.354%,0.001%,,,4,2
ヨーロッパ,ノルウェー,2005-04-01 00:00:00,Qtr 2,April,873,103.929%,0.016%,17.00,109.536%,4,2
ヨーロッパ,フィンランド,2005-04-01 00:00:00,Qtr 2,April,1107,111.256%,0.020%,,,4,2
ヨーロッパ,フランス,2005-04-01 00:00:00,Qtr 2,April,12123,131.116%,0.018%,,,4,2
ヨーロッパ,ベルギー,2005-04-01 00:00:00,Qtr 2,April,1229,111.423%,0.011%,,,4,2
ヨーロッパ,ポーランド,2005-04-01 00:00:00,Qtr 2,April,640,132.231%,0.002%,,,4,2
ヨーロッパ,ポルトガル,2005-04-01 00:00:00,Qtr 2,April,595,95.968%,0.006%,,,4,2
ヨーロッパ,ロシア,2005-04-01 00:00:00,Qtr 2,April,5388,126.360%,0.004%,,,4,2
ヨーロッパ,英国,2005-04-01 00:00:00,Qtr 2,April,22051,96.893%,0.032%,203.54,104.793%,4,2
近隣アジア,韓国,2005-04-01 00:00:00,Qtr 2,April,122084,101.376%,0.238%,10.64,114.041%,4,2
近隣アジア,香港,2005-04-01 00:00:00,Qtr 2,April,16984,53.870%,0.223%,13.78,100.073%,4,2
近隣アジア,台湾,2005-04-01 00:00:00,Qtr 2,April,120282,124.508%,0.511%,3.42,104.587%,4,2
近隣アジア,中国,2005-04-01 00:00:00,Qtr 2,April,56321,99.188%,0.004%,,,4,2
中東,イスラエル,2005-04-01 00:00:00,Qtr 2,April,1101,115.409%,0.012%,,,4,2
東南アジア,インド,2005-04-01 00:00:00,Qtr 2,April,4808,113.477%,0.000%,2.47,100.407%,4,2
東南アジア,インドネシア,2005-04-01 00:00:00,Qtr 2,April,4590,109.338%,0.002%,1.13,89.683%,4,2
東南アジア,シンガポール,2005-04-01 00:00:00,Qtr 2,April,7885,97.394%,0.134%,65.03,101.912%,4,2
東南アジア,タイ,2005-04-01 00:00:00,Qtr 2,April,20516,106.704%,0.029%,2.72,99.634%,4,2
東南アジア,フィリピン,2005-04-01 00:00:00,Qtr 2,April,16577,106.928%,0.015%,1.98,102.591%,4,2
東南アジア,ベトナム,2005-04-01 00:00:00,Qtr 2,April,2051,111.710%,0.002%,,,4,2
東南アジア,マレーシア,2005-04-01 00:00:00,Qtr 2,April,8756,113.302%,0.026%,28.28,100.071%,4,2
南アメリカ,ブラジル,2005-04-01 00:00:00,Qtr 2,April,1640,132.365%,0.001%,,,4,2
南アメリカ,メキシコ,2005-04-01 00:00:00,Qtr 2,April,1273,104.946%,0.001%,9.68,101.361%,4,2
北アメリカ,カナダ,2005-04-01 00:00:00,Qtr 2,April,12874,105.924%,0.034%,87.08,108.497%,4,2
北アメリカ,米国,2005-04-01 00:00:00,Qtr 2,April,76971,115.324%,0.023%,107.46,100.084%,4,2
,,2005-03-01 00:00:00,Qtr 1,March,,,,127.08,98.594%,3,1
オセアニア,ニュージーランド,2005-03-01 00:00:00,Qtr 1,March,2806,108.256%,0.057%,76.74,106.598%,3,1
オセアニア,豪州,2005-03-01 00:00:00,Qtr 1,March,16646,119.566%,0.064%,82.57,101.176%,3,1
その他,無国籍・その他,2005-03-01 00:00:00,Qtr 1,March,100,147.059%,,,,3,1
ヨーロッパ,アイルランド,2005-03-01 00:00:00,Qtr 1,March,1396,141.153%,0.028%,,,3,1
ヨーロッパ,イタリア,2005-03-01 00:00:00,Qtr 1,March,3862,117.780%,0.006%,,,3,1
ヨーロッパ,オーストリア,2005-03-01 00:00:00,Qtr 1,March,1190,115.534%,0.013%,,,3,1
ヨーロッパ,オランダ,2005-03-01 00:00:00,Qtr 1,March,2595,108.215%,0.015%,,,3,1
ヨーロッパ,スイス,2005-03-01 00:00:00,Qtr 1,March,2333,144.907%,0.027%,89.60,105.189%,3,1
ヨーロッパ,スウェーデン,2005-03-01 00:00:00,Qtr 1,March,2306,111.779%,0.023%,15.28,105.671%,3,1
ヨーロッパ,スペイン,2005-03-01 00:00:00,Qtr 1,March,2162,156.780%,0.005%,,,3,1
ヨーロッパ,デンマーク,2005-03-01 00:00:00,Qtr 1,March,1093,109.300%,0.019%,18.65,104.074%,3,1
ヨーロッパ,ドイツ,2005-03-01 00:00:00,Qtr 1,March,12150,112.510%,0.014%,,,3,1
ヨーロッパ,トルコ,2005-03-01 00:00:00,Qtr 1,March,666,128.077%,0.001%,,,3,1
ヨーロッパ,ノルウェー,2005-03-01 00:00:00,Qtr 1,March,887,108.834%,0.016%,16.96,108.509%,3,1
ヨーロッパ,フィンランド,2005-03-01 00:00:00,Qtr 1,March,1277,114.632%,0.023%,,,3,1
ヨーロッパ,フランス,2005-03-01 00:00:00,Qtr 1,March,9750,122.196%,0.015%,,,3,1
ヨーロッパ,ベルギー,2005-03-01 00:00:00,Qtr 1,March,1578,150.573%,0.013%,,,3,1
ヨーロッパ,ポーランド,2005-03-01 00:00:00,Qtr 1,March,633,137.310%,0.002%,,,3,1
ヨーロッパ,ポルトガル,2005-03-01 00:00:00,Qtr 1,March,846,152.984%,0.008%,,,3,1
ヨーロッパ,ロシア,2005-03-01 00:00:00,Qtr 1,March,5543,116.084%,0.004%,,,3,1
ヨーロッパ,英国,2005-03-01 00:00:00,Qtr 1,March,22172,127.616%,0.032%,200.54,100.825%,3,1
近隣アジア,韓国,2005-03-01 00:00:00,Qtr 1,March,130963,116.395%,0.255%,10.46,112.111%,3,1
近隣アジア,香港,2005-03-01 00:00:00,Qtr 1,March,27248,162.355%,0.359%,13.50,96.705%,3,1
近隣アジア,台湾,2005-03-01 00:00:00,Qtr 1,March,89753,108.214%,0.381%,3.39,103.354%,3,1
近隣アジア,中国,2005-03-01 00:00:00,Qtr 1,March,50649,91.474%,0.004%,,,3,1
中東,イスラエル,2005-03-01 00:00:00,Qtr 1,March,1061,121.396%,0.012%,,,3,1
東南アジア,インド,2005-03-01 00:00:00,Qtr 1,March,4529,110.114%,0.000%,2.42,99.588%,3,1
東南アジア,インドネシア,2005-03-01 00:00:00,Qtr 1,March,4699,135.340%,0.002%,1.13,88.281%,3,1
東南アジア,シンガポール,2005-03-01 00:00:00,Qtr 1,March,7974,113.931%,0.135%,64.55,100.891%,3,1
東南アジア,タイ,2005-03-01 00:00:00,Qtr 1,March,13479,107.138%,0.019%,2.73,98.913%,3,1
東南アジア,フィリピン,2005-03-01 00:00:00,Qtr 1,March,13022,98.951%,0.012%,1.94,100.000%,3,1
東南アジア,ベトナム,2005-03-01 00:00:00,Qtr 1,March,1912,110.520%,0.002%,,,3,1
東南アジア,マレーシア,2005-03-01 00:00:00,Qtr 1,March,8345,109.056%,0.025%,27.72,96.855%,3,1
南アメリカ,ブラジル,2005-03-01 00:00:00,Qtr 1,March,1300,130.130%,0.001%,,,3,1
南アメリカ,メキシコ,2005-03-01 00:00:00,Qtr 1,March,2147,154.349%,0.002%,9.45,95.551%,3,1
北アメリカ,カナダ,2005-03-01 00:00:00,Qtr 1,March,14637,119.486%,0.038%,86.51,105.745%,3,1
北アメリカ,米国,2005-03-01 00:00:00,Qtr 1,March,80916,117.766%,0.024%,105.33,96.855%,3,1
,,2005-02-01 00:00:00,Qtr 1,February,,,,126.38,99.656%,2,1
オセアニア,ニュージーランド,2005-02-01 00:00:00,Qtr 1,February,2151,111.393%,0.044%,74.97,101.778%,2,1
オセアニア,豪州,2005-02-01 00:00:00,Qtr 1,February,15031,141.668%,0.058%,81.89,98.877%,2,1
その他,無国籍・その他,2005-02-01 00:00:00,Qtr 1,February,95,150.794%,,,,2,1
ヨーロッパ,アイルランド,2005-02-01 00:00:00,Qtr 1,February,953,120.025%,0.019%,,,2,1
ヨーロッパ,イタリア,2005-02-01 00:00:00,Qtr 1,February,2560,94.885%,0.004%,,,2,1
ヨーロッパ,オーストリア,2005-02-01 00:00:00,Qtr 1,February,975,118.613%,0.011%,,,2,1
ヨーロッパ,オランダ,2005-02-01 00:00:00,Qtr 1,February,2219,118.032%,0.013%,,,2,1
ヨーロッパ,スイス,2005-02-01 00:00:00,Qtr 1,February,1469,104.332%,0.017%,88.10,102.909%,2,1
ヨーロッパ,スウェーデン,2005-02-01 00:00:00,Qtr 1,February,1544,101.982%,0.015%,15.04,102.452%,2,1
ヨーロッパ,スペイン,2005-02-01 00:00:00,Qtr 1,February,1319,118.402%,0.003%,,,2,1
ヨーロッパ,デンマーク,2005-02-01 00:00:00,Qtr 1,February,755,89.561%,0.013%,18.36,101.549%,2,1
ヨーロッパ,ドイツ,2005-02-01 00:00:00,Qtr 1,February,7985,93.567%,0.010%,,,2,1
ヨーロッパ,トルコ,2005-02-01 00:00:00,Qtr 1,February,358,70.334%,0.000%,,,2,1
ヨーロッパ,ノルウェー,2005-02-01 00:00:00,Qtr 1,February,679,106.761%,0.012%,16.43,107.175%,2,1
ヨーロッパ,フィンランド,2005-02-01 00:00:00,Qtr 1,February,1016,110.315%,0.018%,,,2,1
ヨーロッパ,フランス,2005-02-01 00:00:00,Qtr 1,February,8041,119.320%,0.012%,,,2,1
ヨーロッパ,ベルギー,2005-02-01 00:00:00,Qtr 1,February,911,110.157%,0.008%,,,2,1
ヨーロッパ,ポーランド,2005-02-01 00:00:00,Qtr 1,February,464,118.367%,0.001%,,,2,1
ヨーロッパ,ポルトガル,2005-02-01 00:00:00,Qtr 1,February,830,166.667%,0.008%,,,2,1
ヨーロッパ,ロシア,2005-02-01 00:00:00,Qtr 1,February,4177,111.506%,0.003%,,,2,1
ヨーロッパ,英国,2005-02-01 00:00:00,Qtr 1,February,17644,110.969%,0.026%,198.04,99.538%,2,1
近隣アジア,韓国,2005-02-01 00:00:00,Qtr 1,February,148946,104.364%,0.290%,10.28,112.596%,2,1
近隣アジア,香港,2005-02-01 00:00:00,Qtr 1,February,37818,315.150%,0.498%,13.45,98.104%,2,1
近隣アジア,台湾,2005-02-01 00:00:00,Qtr 1,February,96399,156.236%,0.409%,3.33,103.416%,2,1
近隣アジア,中国,2005-02-01 00:00:00,Qtr 1,February,51101,134.810%,0.004%,,,2,1
中東,イスラエル,2005-02-01 00:00:00,Qtr 1,February,804,78.824%,0.009%,,,2,1
東南アジア,インド,2005-02-01 00:00:00,Qtr 1,February,4096,110.256%,0.000%,2.41,101.688%,2,1
東南アジア,インドネシア,2005-02-01 00:00:00,Qtr 1,February,2505,78.650%,0.001%,1.14,89.063%,2,1
東南アジア,シンガポール,2005-02-01 00:00:00,Qtr 1,February,6840,170.276%,0.116%,64.05,101.377%,2,1
東南アジア,タイ,2005-02-01 00:00:00,Qtr 1,February,6245,117.233%,0.009%,2.73,100.000%,2,1
東南アジア,フィリピン,2005-02-01 00:00:00,Qtr 1,February,10284,93.815%,0.009%,1.92,100.524%,2,1
東南アジア,ベトナム,2005-02-01 00:00:00,Qtr 1,February,1188,89.256%,0.001%,,,2,1
東南アジア,マレーシア,2005-02-01 00:00:00,Qtr 1,February,5351,133.875%,0.016%,27.61,,2,1
南アメリカ,ブラジル,2005-02-01 00:00:00,Qtr 1,February,905,124.484%,0.000%,,,2,1
南アメリカ,メキシコ,2005-02-01 00:00:00,Qtr 1,February,835,96.644%,0.001%,9.43,97.518%,2,1
北アメリカ,カナダ,2005-02-01 00:00:00,Qtr 1,February,11777,132.818%,0.031%,84.70,105.611%,2,1
北アメリカ,米国,2005-02-01 00:00:00,Qtr 1,February,53128,111.933%,0.016%,104.93,98.424%,2,1
,,2005-01-01 00:00:00,Qtr 1,January,,,,124.53,87.720%,1,1
オセアニア,ニュージーランド,2005-01-01 00:00:00,Qtr 1,January,3075,101.485%,0.063%,72.86,101.931%,1,1
オセアニア,豪州,2005-01-01 00:00:00,Qtr 1,January,19860,116.168%,0.076%,79.08,96.545%,1,1
その他,無国籍・その他,2005-01-01 00:00:00,Qtr 1,January,63,68.478%,,,,1,1
ヨーロッパ,アイルランド,2005-01-01 00:00:00,Qtr 1,January,1254,116.978%,0.025%,,,1,1
ヨーロッパ,イタリア,2005-01-01 00:00:00,Qtr 1,January,2940,117.131%,0.005%,,,1,1
ヨーロッパ,オーストリア,2005-01-01 00:00:00,Qtr 1,January,800,101.266%,0.009%,,,1,1
ヨーロッパ,オランダ,2005-01-01 00:00:00,Qtr 1,January,2792,130.589%,0.016%,,,1,1
ヨーロッパ,スイス,2005-01-01 00:00:00,Qtr 1,January,1518,132.808%,0.017%,87.56,102.206%,1,1
ヨーロッパ,スウェーデン,2005-01-01 00:00:00,Qtr 1,January,1762,114.564%,0.017%,14.97,101.906%,1,1
ヨーロッパ,スペイン,2005-01-01 00:00:00,Qtr 1,January,1145,113.704%,0.002%,,,1,1
ヨーロッパ,デンマーク,2005-01-01 00:00:00,Qtr 1,January,869,106.365%,0.015%,18.21,101.110%,1,1
ヨーロッパ,ドイツ,2005-01-01 00:00:00,Qtr 1,January,8122,117.540%,0.010%,,,1,1
ヨーロッパ,トルコ,2005-01-01 00:00:00,Qtr 1,January,567,128.864%,0.001%,,,1,1
ヨーロッパ,ノルウェー,2005-01-01 00:00:00,Qtr 1,January,628,116.946%,0.011%,16.48,105.573%,1,1
ヨーロッパ,フィンランド,2005-01-01 00:00:00,Qtr 1,January,948,126.064%,0.017%,,,1,1
ヨーロッパ,フランス,2005-01-01 00:00:00,Qtr 1,January,8128,127.079%,0.012%,,,1,1
ヨーロッパ,ベルギー,2005-01-01 00:00:00,Qtr 1,January,892,120.216%,0.008%,,,1,1
ヨーロッパ,ポーランド,2005-01-01 00:00:00,Qtr 1,January,555,145.669%,0.001%,,,1,1
ヨーロッパ,ポルトガル,2005-01-01 00:00:00,Qtr 1,January,531,59.396%,0.005%,,,1,1
ヨーロッパ,ロシア,2005-01-01 00:00:00,Qtr 1,January,4039,134.813%,0.003%,,,1,1
ヨーロッパ,英国,2005-01-01 00:00:00,Qtr 1,January,18333,96.368%,0.027%,194.01,100.108%,1,1
近隣アジア,韓国,2005-01-01 00:00:00,Qtr 1,January,174775,106.062%,0.341%,9.97,110.778%,1,1
